id,name,type1,type2,firstability,secondability,weight,height,dexdescription,generacion,imagen
647,keldeo,agua,lucha,justified,None,48.5,1.4,"Corre por mares, ríos o cualquier superficie acuática de todo el mundo. Aparece en aguas límpidas.",5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/647.png
648,meloetta,normal,psíquico,serene-grace,None,6.5,0.6,Las melodías que canta Meloetta tienen el poder de hacer sentir felicidad a los Pokémon que hay a su alrededor.,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/648.png
649,genesect,bicho,acero,download,None,82.5,1.5,"Pokémon de tipo Bicho de la antigüedad, modificado por el Equipo Plasma. El cañón de su lomo ha sido mejorado.",5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/649.png
650,chespin,planta,None,overgrow,bulletproof,9.0,0.4,"Cuando acumula energía, las suaves púas de su cabeza se vuelven tan duras y afiladas que hasta pueden atravesar rocas.",6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/650.png
651,quilladin,planta,None,overgrow,bulletproof,29.0,0.7,Desvía los ataques de los enemigos con la robusta coraza que cubre su cuerpo y contraataca con sus dos afilados cuernos.,6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/651.png
652,chesnaught,planta,lucha,overgrow,bulletproof,90.0,1.6,"Su fuerza es tal que, de un empellón, puede hacer volcar un tanque de 50 toneladas. Protege a sus aliados cuando hace de escudo.",6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/652.png
653,fennekin,fuego,None,blaze,magician,9.4,0.4,Tras masticar e ingerir pequeñas ramas se siente pletórico y expulsa aire caliente por sus grandes orejas a temperaturas superiores a los 200 ºC.,6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/653.png
654,braixen,fuego,None,blaze,magician,14.5,1.0,"Tiene una rama enredada en la cola. Cuando la saca, la rama prende fuego al hacer fricción con su pelaje y se lanza al ataque con ella.",6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/654.png
655,delphox,fuego,psíquico,blaze,magician,39.0,1.5,Fija la mirada en la llama que arde en la punta de su bastón para concentrarse y prever sucesos que tienen lugar en el futuro.,6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/655.png
656,froakie,agua,None,torrent,protean,7.0,0.3,"Secreta burbujas tanto por la espalda como por el pecho. Gracias a la elasticidad de estas, puede parar ataques y reducir el daño recibido.",6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/656.png
657,frogadier,agua,None,torrent,protean,10.9,0.6,"Puede lanzar piedras envueltas en burbujas con tal puntería, que acierta latas vacías a 30 metros de distancia.",6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/657.png
658,greninja,agua,siniestro,torrent,protean,40.0,1.5,Comprime el agua y crea estrellas ninja con las que ataca al enemigo. Cuando las hace girar a gran velocidad cortan en dos hasta el metal.,6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/658.png
659,bunnelby,normal,None,pickup,cheek-pouch,5.0,0.4,Usa sus grandes orejas para excavar en la tierra y así crear madrigueras. Puede pasarse una noche entera cavando sin parar.,6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/659.png
660,diggersby,normal,tierra,pickup,cheek-pouch,42.4,1.0,Sus grandes orejas tienen tal fuerza que con ellas puede levantar con facilidad rocas de más de una tonelada. Es de una ayuda inestimable en las obras.,6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/660.png
661,fletchling,normal,volador,big-pecks,gale-wings,1.7,0.3,Es muy amigable y se comunica con sus aliados mediante melodiosos gorjeos y el movimiento de su cola y sus gráciles alas.,6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/661.png
662,fletchinder,fuego,volador,flame-body,gale-wings,16.0,0.7,Lanza chispas por su pico y prende fuego a la hierba alta para así sorprender a sus presas y atraparlas cuando intentan escapar.,6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/662.png
663,talonflame,fuego,volador,flame-body,gale-wings,24.5,1.2,"Si se exalta durante un combate reñido, arroja chispas y ascuas de los intersticios entre su plumaje mientras vuela.",6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/663.png
664,scatterbug,bicho,None,shield-dust,compound-eyes,2.5,0.3,"Cuando recibe el ataque de un Pokémon pájaro, expulsa unas escamas negras que provocan parálisis si se entra en contacto con ellas.",6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/664.png
665,spewpa,bicho,None,shed-skin,friend-guard,8.4,0.3,"Habita en la sombra de la espesura. Si percibe alguna amenaza, su pelaje se eriza y se vuelve muy afilado para así intimidar al enemigo.",6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/665.png
666,vivillon,bicho,volador,shield-dust,compound-eyes,17.0,1.2,En el mundo existen Vivillon con diferentes motivos en sus alas. El clima de cada región influye en sus rasgos.,6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/666.png
667,litleo,fuego,normal,rivalry,unnerve,13.5,0.6,"Cuanto más poderoso es el enemigo al que se enfrenta, más calor desprende su mechón y más energía recorre todo su cuerpo.",6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/667.png
668,pyroar,fuego,normal,rivalry,unnerve,81.5,1.5,El macho con la melena de fuego más grande de toda la manada es el líder de sus compañeros.,6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/668.png
669,flabebe,hada,None,flower-veil,symbiosis,0.1,0.1,"Acumula el polen de las flores para confeccionar la tiara que lleva en la cabeza, que cuenta con propiedades curativas.",6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/669.png
670,floette,hada,None,flower-veil,symbiosis,0.9,0.2,Revolotea alrededor de campos de flores y cuida de aquellas que empiezan a marchitarse. Usa en combate el poder oculto de las flores.,6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/670.png
671,florges,hada,None,flower-veil,symbiosis,10.0,1.1,Habita en preciosos jardines floridos. Absorbe la energía que emiten las plantas y la convierte en su fuente de poder.,6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/671.png
672,skiddo,planta,None,sap-sipper,grass-pelt,31.0,0.9,Se dice que fue la primera especie de Pokémon que se acostumbró a vivir con los seres humanos. Tiene una naturaleza muy afable.,6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/672.png
673,gogoat,planta,None,sap-sipper,grass-pelt,91.0,1.7,"Percibe los sentimientos del Entrenador por la forma en la que agarra sus cuernos, aunque sean variaciones sutiles, y así avanzan como si fueran un solo ente.",6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/673.png
674,pancham,lucha,None,iron-fist,mold-breaker,8.0,0.6,"Se esfuerza mucho para que el enemigo no lo menosprecie, pero su mirada no intimida demasiado. Se caracteriza por mascar siempre una hoja.",6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/674.png
675,pangoro,lucha,siniestro,iron-fist,mold-breaker,136.0,2.1,"Es muy temperamental, pero no permite que nadie se meta con los débiles. Mediante su hoja, predice los movimientos del enemigo.",6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/675.png
676,furfrou,normal,None,fur-coat,None,28.0,1.2,"Cuando le esquilan su mullido pelaje, no solo mejora su apariencia, sino que aumenta su agilidad.",6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/676.png
677,espurr,psíquico,None,keen-eye,infiltrator,3.5,0.3,Protege con las orejas el órgano con el que irradia su intenso poder psíquico para evitar que este se escape al exterior.,6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/677.png
678,meowstic,psíquico,None,keen-eye,infiltrator,8.5,0.6,"Cuando percibe peligro, yergue sus orejas y desata un poder psíquico capaz de levantar un camión de unas 10 toneladas.",6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/678.png
679,honedge,acero,fantasma,no-guard,None,2.0,0.8,Cuentan que este Pokémon nace cuando el espíritu de un difunto toma posesión de una espada antigua. Se aferra a las personas y absorbe su energía.,6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/679.png
680,doublade,acero,fantasma,no-guard,None,4.5,0.8,Al evolucionar se divide en dos espadas. Se comunican entre sí mediante telepatía y coordinan los ataques para rebanar al enemigo.,6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/680.png
681,aegislash-shield,acero,fantasma,stance-change,None,53.0,1.7,Han permanecido junto a estirpes de reyes durante generaciones. Mediante su poder espectral pueden controlar a humanos y a Pokémon.,6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/681.png
682,spritzee,hada,None,healer,aroma-veil,0.5,0.2,Su cuerpo emana una fragancia que embelesa a quien la huele. La fragancia es diferente según los alimentos que ingiere.,6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/682.png
683,aromatisse,hada,None,healer,aroma-veil,15.5,0.8,"Puede producir multitud de olores diferentes y, en combate, secreta los que le resultan molestos al enemigo para así contar con cierta ventaja.",6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/683.png
684,swirlix,hada,None,sweet-veil,unburden,3.5,0.4,"Escupe hebras pegajosas de color blanco y textura parecida a la del algodón de azúcar, con las que envuelve al enemigo y le impide que se mueva.",6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/684.png
685,slurpuff,hada,None,sweet-veil,unburden,5.0,0.8,Puede rastrear hasta el más débil de los olores. Hace uso de su fino olfato para ayudar a los pasteleros más exquisitos.,6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/685.png
686,inkay,siniestro,psíquico,contrary,suction-cups,3.5,0.4,Los enemigos que contemplan el titilante fulgor de su brillante cuerpo terminan mareándose y pierden las ganas de continuar combatiendo.,6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/686.png
687,malamar,siniestro,psíquico,contrary,suction-cups,47.0,1.5,Tiene a su disposición los poderes hipnóticos más poderosos de entre todos los Pokémon. Controla al enemigo a su voluntad.,6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/687.png
688,binacle,roca,agua,tough-claws,sniper,31.0,0.5,"Dos Binacle conviven en la misma roca, pero cuando se produce un altercado entre ambos, uno de ellos se muda a otra.",6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/688.png
689,barbaracle,roca,agua,tough-claws,sniper,96.0,1.3,"Al evolucionar, los dos Binacle se dividen y dan lugar a siete criaturas que se aglomeran formando un Barbaracle y suman su poder al combatir.",6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/689.png
690,skrelp,veneno,agua,poison-point,poison-touch,7.3,0.5,Adopta la apariencia de algas podridas y lanza un líquido venenoso a las presas desprevenidas que pasan cerca.,6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/690.png
691,dragalge,veneno,dragón,poison-point,poison-touch,81.5,1.8,"Ataca de manera indiscriminada a quien ose adentrarse en su territorio, escupiéndole un virulento veneno que puede corroer hasta el casco de un petrolero.",6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/691.png
692,clauncher,agua,None,mega-launcher,None,8.3,0.5,Abate a enemigos voladores disparando agua a presión con su enorme pinza como si de una pistola se tratara.,6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/692.png
693,clawitzer,agua,None,mega-launcher,None,35.3,1.3,Posee una enorme pinza que dispara bolas de agua que podrían atravesar incluso el casco de un petrolero.,6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/693.png
694,helioptile,eléctrico,normal,dry-skin,sand-veil,6.0,0.5,"Habita en los desiertos y, cuando toma el sol, acumula energía, lo que le permite vivir sin la necesidad de ingerir alimentos.",6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/694.png
695,heliolisk,eléctrico,normal,dry-skin,sand-veil,21.0,1.0,Extiende su gorguera y genera energía eléctrica suficiente para cubrir el consumo de electricidad de un rascacielos entero.,6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/695.png
696,tyrunt,roca,dragón,strong-jaw,sturdy,26.0,0.8,"Pokémon recreado a partir de fósiles. Cuando sucede algo que no es de su agrado, se enfurece y se vuelve violento.",6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/696.png
697,tyrantrum,roca,dragón,strong-jaw,rock-head,270.0,2.5,"En el mundo antiguo en el que habitaba no tenía rivales gracias a sus mandíbulas, con las que podría despedazar con facilidad gruesas placas de acero.",6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/697.png
698,amaura,roca,hielo,refrigerate,snow-warning,25.2,1.3,"Pokémon que ha sido regenerado a partir de un trozo de su antiguo cuerpo, que quedó congelado hace unos 100 millones de años.",6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/698.png
699,aurorus,roca,hielo,refrigerate,snow-warning,225.0,2.7,Expulsa un gas gélido a temperaturas inferiores a los -150 ºC a través de sus cristales romboides y congela así a su enemigo.,6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/699.png
700,sylveon,hada,None,cute-charm,pixilate,23.5,1.0,"A través de sus apéndices sensitivos con forma de cinta, emite unas ondas tranquilizadoras mediante las cuales detiene los combates.",6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/700.png
701,hawlucha,lucha,volador,limber,unburden,21.5,0.8,"A pesar de ser un Pokémon de pequeña estatura, su pericia en el combate le permite plantar cara a Pokémon como Machamp o Hariyama.",6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/701.png
702,dedenne,eléctrico,hada,cheek-pouch,pickup,2.2,0.2,"Sus bigotes hacen la función de antenas, por lo que puede enviar y recibir ondas eléctricas para comunicarse a grandes distancias.",6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/702.png
703,carbink,roca,hada,clear-body,sturdy,5.7,0.3,"Nace en las profundidades subterráneas, a altas temperaturas y a gran presión. Irradia energía por la roca que tiene en la cabeza.",6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/703.png
704,goomy,dragón,None,sap-sipper,hydration,2.8,0.3,Es el Pokémon de tipo Dragón más débil. Habita en zonas oscuras y húmedas para evitar que su viscoso cuerpo se seque.,6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/704.png
705,sliggoo,dragón,None,sap-sipper,hydration,17.5,0.8,"Segrega una mucosidad que corroe todo lo que toca y consigue así ahuyentar al enemigo. Sus ojos han involucionado, por lo que no puede ver.",6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/705.png
706,goodra,dragón,None,sap-sipper,hydration,150.5,2.0,"Pokémon de tipo Dragón muy afable al que le gusta abrazar con efusión a su Entrenador, aunque después lo deja totalmente pringado.",6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/706.png
707,klefki,acero,hada,prankster,magician,3.0,0.2,"Tiene el hábito de coleccionar llaves. Cuando un enemigo lo ataca, las hace tintinear como método de intimidación.",6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/707.png
708,phantump,fantasma,planta,natural-cure,frisk,7.0,0.4,Pokémon que nace cuando un espíritu se adentra en un tocón podrido. Habita en bosques que son poco frecuentados por humanos.,6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/708.png
709,trevenant,fantasma,planta,natural-cure,frisk,71.0,1.5,Puede controlar los árboles a su voluntad. Retiene hasta el fin de sus días a los humanos que se adentran en el bosque y lo mancillan.,6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/709.png
710,pumpkaboo,fantasma,planta,pickup,frisk,5.0,0.4,En el interior de la calabaza reside un espíritu que ha permanecido atrapado en este mundo. Entra en acción al caer la noche.,6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/710.png
711,gourgeist,fantasma,planta,pickup,frisk,12.5,0.9,En las noches de luna nueva deambula por las calles de las ciudades y emite espeluznantes alaridos que maldicen a quienes los oyen.,6,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/711.png
